	name	residence	current_location	company	birthdate	sex	blood_group	race	ssn
141	Mary Nixon DVM	"28864 Timothy Square
Lisaview, PA 03378"	(Decimal('18.2402225'), Decimal('55.731625'))	Jordan PLC	02 Apr 1931	F	B+	White	730-44-7735
142	Stephen Navarro	"616 Scott Square
Lorifurt, KS 76600"	(Decimal('-14.547188'), Decimal('-28.037957'))	Lindsey Group	19 Jul 1967	M	AB+	White	533-71-0375
143	Meagan Wagner	"0805 Ward Points
Loriville, AK 68992"	(Decimal('70.278899'), Decimal('86.599895'))	Horne Ltd	06 May 2008	F	A+	black	670-09-2065
144	Amanda Fuller	"470 Campbell Villages
North Sherry, ND 27455"	(Decimal('-47.6525165'), Decimal('-39.606493'))	Murphy-Long	1909-06-05	F	AB-	White	336-24-3529
145	David Montgomery	"9069 Daniel Summit
New Alyssa, WA 98926"	(Decimal('35.014869'), Decimal('143.438362'))	Gutierrez, Lowe and Norton	10/11/1930, 00:00:00	M	AB+	Black	899-29-9152
146	Ryan Whitney Jr.	"64931 Horton Parks
New Ashley, UT 31313"	(Decimal('43.4939905'), Decimal('154.112523'))	Maldonado-Alvarez	1934/09/27	M	AB+	Black	695-36-1978
147	Matthew Taylor	"5289 Ray Glens
West Mariofort, ID 35054"	(Decimal('-4.5797305'), Decimal('79.651071'))	Miller Ltd	03/15/1962, 00:00:00	M	B+	White	799-90-1466
148	Amy Johnson	"4183 Delacruz Village Apt. 133
Josephhaven, OH 70209"	(Decimal('7.589361'), Decimal('-162.032405'))	Stanley-Waller	23 Jun 1947	F	O-	White	829-78-3913
149	Katie Gordon	"Unit 5962 Box 9312
DPO AA 94537"	(Decimal('-67.129574'), Decimal('83.397066'))	Sullivan-Jones	2013-09-02	F	AB+	White	709-42-4782
150	Austin Lee	"47219 Reyes Views Apt. 995
Lesterview, VT 94166"	(Decimal('89.6376815'), Decimal('-174.022887'))	Johnson-Schultz	1978-06-13	M	AB-	Black	229-98-2181
151	Emily Wilson	"22778 Xavier Expressway
Kingport, NE 18871"	(Decimal('-42.1747965'), Decimal('-126.009227'))	Ingram-Warren	01/18/1949, 00:00:00	F	A+	Indian	579-86-3076
152	Rebecca Frost	"95861 Gibson Neck Suite 248
Port Susanmouth, KS 61763"	(Decimal('-36.023026'), Decimal('106.246216'))	Hudson, Thomas and Daugherty	10/16/1931, 00:00:00	F	B+	Indian	609-17-3178
153	Jessica Chase DDS	"504 Jennifer Way
Woodberg, CT 74772"	(Decimal('38.0821595'), Decimal('12.319965'))	Solomon, Tate and Henderson	01/28/1937, 00:00:00	F	A+	Black	024-23-8459
154	Joseph Krueger	"49491 Roberts Overpass Suite 522
Mauriceburgh, WV 54271"	(Decimal('78.484585'), Decimal('-141.570608'))	Holloway, Morris and Ponce	1954/05/12	M	AB+	White	434-13-1043
155	Dustin Daniel	"041 Perkins Track
Amandaberg, AZ 75643"	(Decimal('-7.279726'), Decimal('-83.373014'))	Miller-Woods	03/09/1976, 00:00:00	M	B+	White	013-91-3986
156	Jason Morgan	"1980 Kelly Knolls
West Annetteport, ME 62497"	(Decimal('74.282069'), Decimal('169.166894'))	Flores Inc	01/27/1975, 00:00:00	M	O+	Asian	005-47-8732
157	Susan Martin	"70367 Bowen Inlet Apt. 614
Norrisborough, CO 20006"	(Decimal('17.908096'), Decimal('134.769133'))	Chavez LLC	1974/02/19	F	AB+	Asian	717-60-4050
158	Lisa West	"36910 Harding Circle Suite 883
Matthewshire, DC 25462"	(Decimal('-58.1202695'), Decimal('104.407653'))	Lam, Martinez and Rhodes	1908-06-19	F	A-	black	450-60-8089
159	Christine Blankenship	"003 Stephanie Forest Suite 633
Brownfort, CO 11240"	(Decimal('23.0820995'), Decimal('66.099338'))	Reilly Group	1968-01-14	F	AB-	White	352-40-7941
160	Dawn Allen	"00293 Joseph Overpass
Port Robinbury, NC 66940"	(Decimal('-63.106389'), Decimal('-31.516148'))	Matthews, Cole and Norman	07 Nov 1983	F	O-	White	285-90-9057
161	Ashley Stone	"614 Michael Crossroad Suite 209
Cindyton, IL 08978"	(Decimal('-52.5925555'), Decimal('-154.331559'))	Schmidt-Thomas	14 Aug 1913	F	AB-	Black	437-30-1592
162	Benjamin Hamilton	"Unit 8967 Box 9644
DPO AP 35852"	(Decimal('-75.9435695'), Decimal('-31.096536'))	Nguyen LLC	29 Sep 1910	M	A-	White	874-83-1119
163	Sherry Jenkins	"16165 Potter Motorway Suite 418
Perkinsburgh, MT 00837"	(Decimal('38.6776935'), Decimal('96.233374'))	Hunt, Espinoza and Brown	1949/03/12	F	A-	White	413-74-1155
164	Brent Lewis	"813 John Garden
Hammondview, PA 08858"	(Decimal('83.924763'), Decimal('-143.890871'))	Mathis Group	10/21/1928, 00:00:00	M	B+	Black	167-17-3084
165	Timothy Hancock	"766 Brown Lakes Apt. 077
West Thomas, NV 27482"	(Decimal('77.7326375'), Decimal('87.492629'))	Stewart-Hernandez	05 Apr 1906	M	A+	White	545-12-9398
166	Kathleen Murphy	"86315 Carl Stream Apt. 619
Russellmouth, GA 92471"	(Decimal('44.8431125'), Decimal('-87.429251'))	Leach, Hayes and Holden	1975/02/18	F	A+	Black	782-47-7093
167	Melinda Evans	"528 Medina Corner
Tylerton, OH 58284"	(Decimal('-53.1253555'), Decimal('176.465259'))	Boone PLC	05/14/1914, 00:00:00	F	AB+	White	321-97-9306
168	Brandon Stephens	"60416 Johns Ranch Suite 446
Charlestown, MT 97533"	(Decimal('18.336178'), Decimal('56.092401'))	Crosby Group	17 Jul 1968	M	A-	White	232-72-0168
169	William Andrews	"6315 Arnold Plains
New Tammyville, UT 43889"	(Decimal('30.736626'), Decimal('87.948282'))	Rivera-Riley	2014-10-21	M	AB-	Black	334-97-2073
170	Gloria Brown	"2188 Cheyenne Roads Apt. 275
New Joshuastad, AR 87539"	(Decimal('46.8507945'), Decimal('-27.133700'))	Baker, Dorsey and Leon	1967-01-21	F	B-	White	236-91-3186
171	Jason Brown	"053 Rodriguez Knolls Apt. 697
Anthonymouth, PA 37666"	(Decimal('43.1836275'), Decimal('71.896166'))	Smith and Sons	1933-11-05	M	B-	White	425-44-1927
172	David Ortega	"5811 Daniel Islands
Port Sandymouth, VT 51821"	(Decimal('67.2686545'), Decimal('121.742162'))	Chase-Hamilton	2015-12-28	M	AB-	Hawaiian	443-38-2528
173	Jody Decker	"08444 Bush Keys
East Chad, CO 64593"	(Decimal('75.8037695'), Decimal('123.575993'))	Mclean LLC	08/27/1935, 00:00:00	F	A-	White	678-71-2355
174	Carlos Johnson	"9467 Joshua Fork Apt. 551
New Alexandra, AZ 25164"	(Decimal('43.481710'), Decimal('28.623219'))	Vang Group	1981-04-17	M	O-	White	331-51-0506
175	Michelle Mccullough	"1861 Thompson Fall Apt. 382
Nicoleberg, PA 66686"	(Decimal('-8.2068395'), Decimal('71.204036'))	Ray-Holloway	11/24/1937, 00:00:00	F	A+	Black	638-47-4089
176	Allison Barnett	"386 Brown Falls Apt. 735
Thomasshire, IL 42679"	(Decimal('-68.452881'), Decimal('133.775641'))	Wilson and Sons	2010-06-01	F	A-	White	586-09-0249
177	Christopher Williams	"44210 Cassandra Flat
North Amanda, MI 88524"	(Decimal('-64.616348'), Decimal('73.997028'))	Lopez-Pacheco	30 Jun 1919	M	B-	White	275-52-8379
178	Jessica Moore	"2879 Walker Common
South Matthew, HI 24730"	(Decimal('-19.418017'), Decimal('115.877439'))	Johnson and Sons	06/18/2021, 00:00:00	F	A+	White	777-25-0705
179	Nicole Hamilton	"36369 Robert Loaf
Janetmouth, IL 91855"	(Decimal('-45.569762'), Decimal('-121.449002'))	Miller, Warner and Cunningham	23 Dec 1945	F	O-	White	709-98-2595
180	Erin Rodriguez	"20793 Garcia Rapid
Marktown, MO 46136"	(Decimal('-88.225740'), Decimal('-47.675764'))	Lopez-Gonzalez	2008/06/05	F	B-	white	074-50-5814
181	Manuel Castillo	"1933 Ashley Loop Apt. 803
Antonioland, SD 89228"	(Decimal('-53.5509175'), Decimal('177.582373'))	Johnson Inc	02/17/1926, 00:00:00	M	B+	White	778-07-7546
182	Raven Henderson	"73640 Angela Burgs Suite 875
Lake Timothyton, NH 70683"	(Decimal('24.4717105'), Decimal('85.105053'))	Jones, Wood and Rodriguez	2019-09-20	F	B+	Black	325-66-8860
183	Becky Singh	"6123 Brian Plaza Suite 044
Robinsonfort, HI 06485"	(Decimal('-67.455818'), Decimal('-159.244569'))	Mccall, Dunn and Yu	09/28/1917, 00:00:00	F	B-	Asian	861-04-2821
184	Jack Taylor	"11357 Zachary Hills
North Frankfurt, MN 18363"	(Decimal('-30.3927105'), Decimal('-173.876744'))	Medina Ltd	02/14/1939, 00:00:00	M	A-	White	472-92-8936
185	Kirsten Smith	"5390 Jillian Brook Apt. 407
South Jamesfurt, MA 91873"	(Decimal('-43.442402'), Decimal('-3.913269'))	Smith-Peterson	04/26/2008, 00:00:00	F	AB-	White	841-72-8661
186	Kevin Ward	"649 Megan Spring Suite 470
Lake Jasmin, OR 48096"	(Decimal('74.884948'), Decimal('69.212928'))	Willis LLC	2003-06-30	M	AB-	White	675-18-1763
187	Timothy Rodriguez	"722 Malone Unions Suite 508
East Brittanyfurt, LA 01049"	(Decimal('-14.949935'), Decimal('-145.874260'))	Morris, Young and Vargas	16 Jul 2002	M	A+	White	417-73-9821
188	Kelly Chapman	"99363 Ashley Viaduct Suite 923
East Thomas, CA 95746"	(Decimal('-37.810333'), Decimal('-58.890999'))	Robinson LLC	1942/07/26	F	O-	White	104-85-6206
189	Elizabeth Hines	"67435 Daniel Crescent Suite 913
Jeremyton, VA 74515"	(Decimal('-25.0695735'), Decimal('-32.013036'))	Hernandez, Nelson and Graves	1945/07/18	F	A+	Black	282-84-1104
190	Miss Margaret Reed MD	"9289 Kayla Drives Apt. 628
Pamelaport, AR 08059"	(Decimal('-79.0172555'), Decimal('98.882520'))	Garcia Group	08 Mar 1922	F	A-	Asian	238-02-8656
191	Danielle Donovan	"85368 Liu Parks
East Lisamouth, MA 55091"	(Decimal('53.3308405'), Decimal('-38.770830'))	Morris-Simmons	23 Feb 1927	F	A-	White	055-55-8908
192	Nicole Shaffer	"3182 Parsons Lane
New Carolynside, GA 66263"	(Decimal('31.5383065'), Decimal('-145.650731'))	Gallagher-Patterson	27 Feb 2015	F	AB+	Asian	224-91-4609
193	David Rogers	"2560 Jon Park
Lake Joshua, OK 52495"	(Decimal('-18.8098905'), Decimal('90.206766'))	Avila-Ward	26 May 2010	M	B-	Black	012-67-6986
194	Kelsey Gibson	"67898 Tracy Orchard Apt. 620
West Matthewhaven, DC 62552"	(Decimal('59.834583'), Decimal('173.544506'))	Potter, Marshall and Ellison	1936/11/29	F	AB+	Asian	171-05-5251
195	Melanie Huffman	"821 Destiny Lodge Apt. 435
Lake Paigetown, IA 75022"	(Decimal('-62.855216'), Decimal('100.587504'))	Smith, Garcia and Lee	04/03/2003, 00:00:00	F	O+	Black	271-87-9024
196	Stephanie Baldwin	"8589 Jennifer Well
West Timothy, VT 68265"	(Decimal('-16.132670'), Decimal('-93.719255'))	Benson-Meadows	1944/02/15	F	O+	White	271-91-2934
197	Pamela Trujillo	"USS Patterson
FPO AA 83377"	(Decimal('-80.803363'), Decimal('-153.998324'))	Taylor Ltd	1970/12/24	F	AB-	White	153-43-9021
198	Lisa Young	"10649 Julie Spurs
Tyronefurt, SD 39101"	(Decimal('-12.1913525'), Decimal('-136.018816'))	Day, Nelson and Lee	07/11/1969, 00:00:00	F	B+	Indian	159-83-8183
199	Maria Fox	"7188 Raymond Radial Apt. 273
Lake Charlesview, CO 24332"	(Decimal('26.3376945'), Decimal('-81.849617'))	Serrano-Watkins	11/01/1953, 00:00:00	F	B-	Black	082-75-8312
200	Karina Woods	"64346 Beth Dam
Port Daniel, MT 03405"	(Decimal('-51.1380475'), Decimal('41.049765'))	Jimenez, Serrano and Gonzalez	04/07/2021, 00:00:00	F	O-	Black	565-13-2292
201	James Guzman	"34634 Nichole Port Suite 118
Deborahshire, FL 46129"	(Decimal('-63.388381'), Decimal('145.375153'))	Collier, Hampton and Wise	1945-06-09	M	B-	White	059-43-2777
202	Shelby Graham	"Unit 9357 Box 6524
DPO AA 90181"	(Decimal('83.478232'), Decimal('147.750387'))	Jackson-Fleming	1928-01-08	F	O+	blsck	463-82-1053
203	Alex Gray	"337 Holmes Extension Apt. 937
North Christopher, CT 16566"	(Decimal('72.764866'), Decimal('105.734545'))	Anderson, Jones and Shannon	04 Nov 2003	M	AB+	White	259-12-7552
204	Stephanie Cervantes	"8475 Hernandez Junction
Jimenezmouth, WA 26018"	(Decimal('20.255899'), Decimal('-16.896058'))	Flores Group	1998-07-14	F	AB+	Black	797-66-7795
205	Melinda Riley	"667 Samantha Roads
Port Heather, VT 91628"	(Decimal('-42.8341035'), Decimal('84.047039'))	Mason, Roth and Cooper	1957/05/31	F	A-	White	674-48-9118
206	Robert Parker DDS	"481 Harold Parkways Suite 236
Lynnton, ID 03436"	(Decimal('-82.5755735'), Decimal('24.881728'))	Anderson-Leon	1960/01/29	M	AB-	White	882-40-1270
207	Charles Anderson	"2102 Ponce Square Apt. 399
Jessicahaven, DE 69060"	(Decimal('-8.9016245'), Decimal('-37.327344'))	Smith-Sharp	10/26/1971, 00:00:00	M	AB-	Asian	065-60-6759
208	Dr. Maureen Dougherty	"563 Anne Points Suite 216
Denisechester, KS 28335"	(Decimal('46.5970205'), Decimal('-92.680398'))	Bolton LLC	11/25/1975, 00:00:00	F	A+	white	422-77-3908
209	Stacey Ayala	"4688 Gross Lake
Lake Desiree, NY 41203"	(Decimal('74.5270355'), Decimal('19.729233'))	Ewing-Holt	02/13/1915, 00:00:00	F	A-	Black	750-81-3085
210	Edward Moore	"PSC 8133, Box 9936
APO AP 41211"	(Decimal('-37.135889'), Decimal('139.044309'))	Jones-Myers	1967/10/25	M	AB-	White	670-08-3422
211	Lisa Gaines	"4691 Nicholas Land Apt. 354
Bryanberg, AZ 53347"	(Decimal('-67.467439'), Decimal('11.787842'))	Woodard Ltd	06/01/1998, 00:00:00	F	AB+	black	729-67-2267
212	Jodi Richardson	"361 Wiley Lane Suite 727
Francomouth, IA 55320"	(Decimal('4.3439525'), Decimal('-82.380590'))	Walters, Summers and Johnson	1935/07/28	F	B-	White	125-33-2494
213	Michelle Forbes	"124 Hart Parks
North Josephmouth, MO 09684"	(Decimal('28.6613425'), Decimal('-159.372346'))	Hensley Ltd	1956/02/12	F	A+	White	875-16-1966
214	Wendy Guerrero	"447 Robin Trail Suite 475
Port Elizabethview, NY 03035"	(Decimal('11.669042'), Decimal('66.278640'))	Lawrence LLC	1936/06/06	F	B+	Black	763-94-0055
215	Nicole Mitchell	"5297 Kennedy Roads
Lake Tanner, CT 54022"	(Decimal('51.7371055'), Decimal('66.788162'))	Phillips-Pacheco	2021-05-11	F	AB+	White	273-63-0721
216	John Lewis	"Unit 3965 Box 5642
DPO AA 09756"	(Decimal('68.148502'), Decimal('6.250549'))	Davis, Thomas and Meyer	28 Aug 1931	M	B-	Asian	364-40-7126
217	Diane Montgomery	"PSC 8467, Box 7307
APO AP 94666"	(Decimal('-66.6476025'), Decimal('162.918902'))	Martin, Baird and Schwartz	07 Jul 1961	F	A-	Black	730-51-4076
218	Kevin Bradley	"919 Hobbs Light Suite 400
South Larry, MT 52696"	(Decimal('42.0603565'), Decimal('73.482327'))	Jordan-Mora	03/20/1936, 00:00:00	M	B-	Indian	323-72-3324
219	Amanda Neal	"USNS Hudson
FPO AA 71302"	(Decimal('60.8028815'), Decimal('55.347992'))	Brown-Shannon	03/19/1938, 00:00:00	F	B-	Black	312-38-2948
220	Roberta Clark	"086 Garrett Prairie Apt. 384
Port Melissaland, FL 05225"	(Decimal('-82.8598355'), Decimal('-117.063337'))	Lopez-Norris	08 May 2007	F	AB+	White	199-03-6935
221	Steven Ross	"54899 Scott Estate
Lake Benjamin, GA 31189"	(Decimal('-51.394849'), Decimal('176.367772'))	Jones-Arnold	1988/12/23	M	A+	White	438-01-7759
222	Ana Mclean	"7549 Christina Corner
Port Dylan, ID 07923"	(Decimal('46.5470905'), Decimal('15.843623'))	Short-Ruiz	04/09/1967, 00:00:00	F	A+	Asian	542-27-9068
223	Andrew Gomez MD	"14942 Evans Valley Suite 799
New Timothy, KS 22876"	(Decimal('34.389507'), Decimal('-87.211854'))	Peterson, Ray and Hall	09/18/1960, 00:00:00	M	B-	Asian	647-83-8489
224	Christopher Fisher	"USCGC Campbell
FPO AA 96475"	(Decimal('-29.249249'), Decimal('-94.103348'))	Quinn, Smith and Hebert	2003/07/26	M	AB-	White	703-50-9458
225	Dr. Matthew Thomas DVM	"PSC 5553, Box 8154
APO AE 55181"	(Decimal('53.3621045'), Decimal('89.444102'))	Roberts Group	1952-09-03	M	A+	black	268-71-2780
226	Deborah Ramirez	"4128 Ward Bypass Suite 560
North Austinmouth, PA 76828"	(Decimal('-66.1196445'), Decimal('-68.948496'))	Collins, Wright and Mills	1995/11/15	F	A-	White	680-02-2906
227	Jennifer Padilla	"002 Peter Roads
Ericmouth, IN 24647"	(Decimal('36.044122'), Decimal('-8.276840'))	Buck, Watson and Frazier	1929-05-24	F	A+	Black	545-19-4467
228	Samuel Mitchell	"4197 Stewart Port
Kellyland, LA 80004"	(Decimal('-4.2977715'), Decimal('60.099669'))	Davis-Harris	01/06/1913, 00:00:00	M	O-	white	660-05-1532
229	Mr. James Smith	"81315 Lopez Square Apt. 538
Port Taylorview, ID 19324"	(Decimal('28.9716255'), Decimal('134.346134'))	Pittman-Miller	1926/07/24	M	B-	White	528-47-3116
230	Michele Guzman	"Unit 1706 Box 0854
DPO AA 67545"	(Decimal('57.978010'), Decimal('-118.927472'))	Christensen-Drake	12/11/1980, 00:00:00	F	B-	Asian	647-62-2603
231	Maria Jones	"333 Clark Spurs
Riosside, SC 69904"	(Decimal('-24.4325435'), Decimal('-170.256362'))	Moore-Sheppard	08/28/1912, 00:00:00	F	O+	White	488-18-2839
232	Debbie Dougherty	"1539 John Fields
New Timothy, NE 21912"	(Decimal('62.0091695'), Decimal('167.060356'))	Walls Inc	2009/04/09	F	A-	Asian	590-51-2105
233	Javier Higgins	"386 Robles Cape Suite 442
Port Dennis, NV 80594"	(Decimal('23.408202'), Decimal('56.312681'))	Ibarra LLC	1995/03/09	M	O+	White	070-49-7294
234	Julia Campbell	"4644 Elizabeth Harbor
West Amandamouth, OH 30326"	(Decimal('-0.441052'), Decimal('41.632805'))	Lawson-Holmes	1976/05/12	F	AB-	Asian	510-54-0721
235	Bethany Moore	"9839 Haley Summit
West David, NC 72399"	(Decimal('-3.305368'), Decimal('-53.757814'))	Pearson-Lopez	06/26/2015, 00:00:00	F	A-	White	855-32-8592
236	Edward Walter	"PSC 2237, Box 6410
APO AP 75964"	(Decimal('-86.1540685'), Decimal('-125.011993'))	Flores-Miles	20 Oct 1982	M	O+	White	699-79-7779
237	Marc Barnes	"PSC 9384, Box 7615
APO AE 82703"	(Decimal('40.522897'), Decimal('-66.076732'))	Andrews, Cunningham and Cole	02/11/1938, 00:00:00	M	AB+	White	143-57-6429
238	James Bishop	"02895 Ellison Center Suite 837
Carlyberg, OK 71860"	(Decimal('-38.3268465'), Decimal('74.183304'))	Hardy, Martinez and Lane	06/08/1918, 00:00:00	M	AB+	Black	152-87-6240
239	Deborah Foster	"347 Boyle Field Apt. 132
West Brandon, DC 76682"	(Decimal('9.2566765'), Decimal('-60.131954'))	Jenkins-Rose	2000/03/28	F	A-	White	044-88-2850
240	Laura Crawford	"25446 Victor Hills
South Nicholaschester, SD 74659"	(Decimal('-37.4789085'), Decimal('54.829700'))	Church Ltd	2004-01-16	F	A-	White	788-59-1481
241	Michael Mitchell	"Unit 7484 Box 0749
DPO AA 38865"	(Decimal('69.7501785'), Decimal('97.475441'))	Huynh, Martinez and Richards	14 Nov 1986	M	A-	Black	569-57-3412
242	Scott Pierce	"71548 Mark Land Apt. 842
Blanchardshire, AK 40898"	(Decimal('4.216387'), Decimal('13.221762'))	Petty, Warren and Johnson	1920/08/21	M	A-	White	830-02-7245
243	Ruth Campbell	"773 Douglas Inlet
East Alexanderside, ND 90403"	(Decimal('-20.0038265'), Decimal('-11.577854'))	Jimenez, Tate and Bender	08 May 1923	F	B+	White	122-70-0938
244	Sherry Walker	"7507 Janet Valley
West Jeremyville, MD 79964"	(Decimal('-62.689441'), Decimal('-149.795190'))	Wallace, Lee and Flores	04 Dec 1924	F	B+	Hawaiian	500-65-0332
245	Barbara Watkins	"5213 Sean Ferry
Port Jeffrey, ME 37656"	(Decimal('4.6669025'), Decimal('173.100118'))	Holmes, Johnson and Jordan	1957/05/01	F	A-	white	348-84-4803
246	Tracey Henderson	"4493 Wolfe Garden Apt. 322
Samanthastad, NM 44734"	(Decimal('-40.9538845'), Decimal('-71.110499'))	Sullivan, Marquez and Keller	04/27/1931, 00:00:00	F	O+	Black	768-15-8688
247	Jaime Garcia	"3620 Michael Lane Apt. 486
Garciaborough, OK 44958"	(Decimal('-83.9156845'), Decimal('161.451936'))	Jones, Miller and Gray	02/09/1914, 00:00:00	F	A-	Hawaiian	634-15-9894
248	Adam Le	"9062 Reynolds Lock
Wilsonmouth, WI 12454"	(Decimal('-77.325702'), Decimal('-172.898409'))	Moore LLC	1909-10-15	M	A-	Hawaiian	176-45-7847
249	Matthew Jordan	"5468 Christine Valley Suite 661
Markburgh, AZ 34969"	(Decimal('63.633832'), Decimal('176.676745'))	Nguyen, Lewis and Taylor	2020/02/22	M	AB-	Asian	789-45-2294
250	David Brown	"5663 Hodge Drives Apt. 959
Port Feliciaburgh, NE 96649"	(Decimal('27.264378'), Decimal('52.571249'))	Wolfe-Jones	20 Feb 2004	M	O-	Asian	112-17-1025
251	Paul Carpenter	"2294 Allison Trail
Paulbury, ND 11247"	(Decimal('-16.072327'), Decimal('-132.842662'))	Smith Group	08/02/1981, 00:00:00	M	A-	White	276-07-2975
252	Julie Rhodes	"160 Victor Meadows
West Stephanie, MS 76066"	(Decimal('-81.8099705'), Decimal('-130.036361'))	Butler, Thomas and Williams	05/21/1992, 00:00:00	F	AB+	White	349-30-8017
253	Amy Richardson	"12880 Amanda Court Suite 927
New Courtney, AK 74169"	(Decimal('-32.932353'), Decimal('-96.534126'))	Garcia-Tucker	2020-01-06	F	A+	Hawaiian	728-10-8787
254	James Morrow	"1558 Jenny Courts Suite 873
Lake Wayne, DC 13366"	(Decimal('89.960183'), Decimal('-82.815194'))	Hanson, Garcia and Wolf	1909-06-01	M	B+	Indian	186-43-4220
255	Jimmy Calhoun	"671 Riley Causeway
Lake Scottland, ND 39769"	(Decimal('-82.149734'), Decimal('79.353794'))	Mccarty, Wade and Huffman	20 Aug 1990	M	B+	Black	345-68-3720
256	Jeffrey Jacobs	"997 Bailey Extension
South Rebecca, CO 67719"	(Decimal('-22.675452'), Decimal('179.167332'))	Larsen, Mann and Morales	06/07/1973, 00:00:00	M	AB-	White	823-86-2922
257	Elizabeth Brown	"33317 Dennis Mill Suite 392
South Philipton, OR 16979"	(Decimal('-19.5769775'), Decimal('60.168957'))	Murphy Ltd	17 Aug 1994	F	B+	Black	461-95-0707
258	Julie Cuevas	"1780 Conner Corners
Sophiachester, WY 45317"	(Decimal('-45.577001'), Decimal('-20.473284'))	Johnson, Hill and Fernandez	09/22/1933, 00:00:00	F	B-	Black	717-98-0398
259	Gabriel Brown	"010 Heidi Meadow Suite 095
Anthonychester, KY 23091"	(Decimal('-66.461942'), Decimal('15.782583'))	Schroeder Group	04/08/1941, 00:00:00	M	O+	Black	381-28-3631
260	Grace Young	"68632 Weber Course
West Janet, RI 07335"	(Decimal('-36.7207875'), Decimal('137.369959'))	Cox, Lee and Villarreal	1910/09/23	F	O+	Black	239-60-7238
261	Tony Johnson	"7681 Dylan Shoals
West Carmen, MO 20118"	(Decimal('75.8372025'), Decimal('-175.778168'))	Lynch LLC	1927/02/27	M	O-	White	492-72-9512
262	Linda Davis	"59476 Joshua Throughway
North James, WI 24298"	(Decimal('20.9238025'), Decimal('-16.759902'))	Farrell, Barron and Rivera	1981/11/10	F	O+	black	391-84-3847
263	Stephen Porter	"50434 Nicole Bypass Apt. 349
Petershire, UT 82841"	(Decimal('-59.7920985'), Decimal('-52.946610'))	Hayes-Rojas	1947/04/29	M	O+	White	234-75-4155
264	John Williams	"30480 Brandon Locks Apt. 145
Richardchester, NE 56656"	(Decimal('-20.704418'), Decimal('-45.088825'))	Miller Group	15 Apr 1963	M	B+	Black	313-11-8772
265	Jennifer Beard	"475 Alan Gardens
West Susantown, TX 52836"	(Decimal('89.728430'), Decimal('-82.092715'))	Fox Ltd	03/18/1992, 00:00:00	F	O-	Black	264-26-3154
266	Patrick Stewart	"3839 Morris Plain Suite 829
Lake Taylor, VT 36260"	(Decimal('50.795944'), Decimal('-64.619921'))	Armstrong-Richards	1919-04-06	M	B-	Black	469-95-7341
267	Joseph Paul	"71902 Dwayne Crossroad Apt. 648
Wilsontown, KY 03759"	(Decimal('-18.187894'), Decimal('82.813821'))	Davidson-Hughes	1998/01/28	M	O-	White	697-05-4124
268	Christian Rogers	"28700 Blair Fields
Smithburgh, ND 55091"	(Decimal('-60.0501805'), Decimal('34.722929'))	Garrett, Crawford and Barrera	05 May 1974	M	A+	Indian	711-23-0922
